Name,Nation,Club,League,OVR,POT,Age,Height,Weight,Position,Reputation,Value,Wage
Ibrahim El Kadiri,Morocco , FC Volendam , Holland Eredivisie (1),63,71,20,170cm,62kg,LM,1,£950K,£1.3K
D'Margio Wright-Phillips,England , Northampton Town , England League Two (4),63,75,20,170cm,62kg,"LM, ST",1,£1000K,£2.8K
Luke Cundle,England , Swansea City , England Championship (2),62,74,20,170cm,62kg,"CM, CAM",1,£850K,£3.4K
Alvaro Melendez,Colombia , Deportes Tolima , CONMEBOL Libertadores,65,66,25,170cm,62kg,RM,1,£775K,£4.6K
Hakim Guenouche,France , Austria Lustenau , Austria Bundesliga (1),66,75,22,170cm,62kg,"LM, LWB, LB",1,£1.7M,£2.3K
Sebastian Mailat,Romania , FC Botoani , Romania Liga I (1),66,69,24,170cm,62kg,"LW, RW",1,£1.1M,£3.1K
Siyethemba Sithembe,South Africa , Kaizer Chiefs , Rest of World,67,67,29,170cm,62kg,"CM, CAM",1,£900K,£6.7K
Moon Chang Jin,Korea Republic , Seongnam FC , Korea K League 1 (1),59,59,29,170cm,62kg,"CM, CAM, RM",1,£200K,£950
Imran Khan,India , NorthEast United , Indian Super League (1),53,53,27,170cm,62kg,"LW, CAM, RW",1,£90K,£2.1K
Nicolae Stanciu,Romania , Wuhan Three Towns , China Super League (1),79,79,29,170cm,63kg,"CM, CAM, RM",2,£15.5M,£29K
Kyogo Furuhashi,Japan , Celtic , Scotland Premiership (1),76,76,27,170cm,63kg,ST,1,£7.5M,£47K
Mauricio Pereyra,Uruguay , Orlando City SC , USA Major League Soccer (1),74,74,32,170cm,63kg,"CAM, CM",1,£3M,£7.2K
Juan Mata,Spain , Galatasaray , Turkey S√ºper Lig (1),74,74,34,170cm,63kg,CAM,3,£1.8M,£44K
Matias Melluso,Argentina , Gimnasia y Esgrima La Plata , Argentina Primera Division (1),73,80,24,170cm,63kg,"LB, LWB",1,£5M,£9.9K
Tatsuhiro Sakamoto,Japan , Oostende , Belgium Pro League (1),72,73,25,170cm,63kg,"RM, LM, CAM",1,£2.5M,£8.2K
Aziz Behich,Australia , Dundee United , Scotland Premiership (1),69,69,31,170cm,63kg,"LWB, LB",1,£900K,£3.3K
Umaro Embalo,Portugal , Fortuna Sittard , Holland Eredivisie (1),68,79,21,170cm,63kg,"RM, LM",1,£2.4M,£4.2K
Estefano Arango,Colombia , Deportes Tolima , CONMEBOL Libertadores,68,68,28,170cm,63kg,"LM, RM",1,£1.1M,£7.8K
Berto Cayarga,Spain , Radomiak Radom , Poland Ekstraklasa (1),66,67,25,170cm,63kg,"CAM, LM, RM",1,£925K,£1.8K
Joseph Espinoza,Ecuador , Emelec , CONMEBOL Libertadores,64,72,22,170cm,63kg,"CM, CDM",1,£1.2M,£3.7K
Jefferson Caceres,Peru , , ,64,74,20,170cm,63kg,"RM, RW",1,£1.2M,£500
Lucas Chavez,Bolivia , , ,62,77,19,170cm,63kg,"ST, RW",1,£850K,£500
Julio Cesar Soler,Argentina , Lanus , Argentina Primera Division (1),60,78,17,170cm,63kg,"LB, CB",1,£200K,£500
Tommi O'Reilly,Republic of Ireland , Aston Villa , England Premier League (1),59,79,18,170cm,63kg,"CM, CAM, RM",1,£550K,£3.2K
Shi Yan,China PR , Tianjin Jinmen Tiger , China Super League (1),59,71,20,170cm,63kg,"LM, RM",1,£475K,£1.1K
George Lewis,Norway , Arsenal , England Premier League (1),59,71,22,170cm,63kg,"LW, RW",1,£500K,£8.8K
Roger Fernandes,Portugal , Braga , Portugal Primeira Liga (1),63,86,16,170cm,63kg,"LM, RM",1,£425K,£500
Federico Versaci,Argentina , Defensa y Justicia , Argentina Primera Division (1),63,74,20,170cm,63kg,"LM, RM, CAM",1,£950K,£2.1K
Paulo Retre,Australia , Sydney FC , Australia A-League (1),63,63,29,170cm,63kg,"CDM, CM",1,£375K,£1.9K
Geraldo,Angola , Umraniyespor , Turkey S√ºper Lig (1),69,69,30,170cm,63kg,"RM, LM, ST",1,£1.2M,£6.5K
David Ferreiro,Spain , FC Cartagena , Spain Segunda Division (2),69,69,34,170cm,63kg,"LM, RM, CM",1,£600K,£4.1K
Oscar Gloukh,Israel , RB Salzburg , Austria Bundesliga (1),72,84,18,170cm,63kg,CAM,1,£4.9M,£6K
Saviour Godwin,Nigeria , Casa Pia , Portugal Primeira Liga (1),73,73,26,170cm,63kg,LW,1,£3M,£5.5K
Tommaso Baldanzi,Italy , Empoli , Italy Serie A (1),75,89,19,170cm,63kg,"CAM, CF",1,£12M,£5.9K
Gustavo Medina,Paraguay , , ,59,69,18,170cm,63kg,"CM, CDM",1,£425K,£500
Emmanuel Danso,Ghana , Stromsgodset Toppfotball , Norway Eliteserien (1),57,67,21,170cm,63kg,CM,1,£325K,£601
Steven Warnock,Scotland , Kilmarnock , Scotland Premiership (1),56,69,19,170cm,63kg,RM,1,£300K,£700
Yan Zhiyu,China PR , Changchun Yatai , China Super League (1),54,54,29,170cm,63kg,"RWB, LWB",1,£90K,£1.5K
Wahengbam Angousana,India , East Bengal FC , Indian Super League (1),53,54,26,170cm,63kg,CM,1,£100K,£2.6K
Anas Al Zahrani,Saudi Arabia , Al Raed , Saudi Pro League (1),50,64,19,170cm,63kg,CAM,1,£100K,£1.4K
Stanislav Lobotka,Slovakia , Napoli , Italy Serie A (1),82,82,27,170cm,64kg,"CM, CDM",2,£29M,£62K
Samu,Portugal , Vizela , Portugal Primeira Liga (1),74,75,26,170cm,64kg,CM,1,£4.4M,£5.5K
Rafik Guitane,France , Estoril , Portugal Primeira Liga (1),69,74,23,170cm,64kg,"RW, CAM, CM",1,£1.9M,£3.8K
Viti Rozada,Spain , Real Oviedo , Spain Segunda Division (2),69,71,24,170cm,64kg,"RM, LM",1,£1.6M,£4.1K
Eric Ramirez,Argentina , Gimnasia y Esgrima La Plata , Argentina Primera Division (1),69,72,25,170cm,64kg,"ST, CAM",1,£1.7M,£7.6K
Mattia Bottani,Switzerland , FC Lugano , Switzerland Super League (1),69,69,31,170cm,64kg,"CAM, ST",1,£1000K,£5.2K
Jown Cardona,Colombia , Guangzhou City , China Super League (1),67,67,27,170cm,64kg,"LM, ST",1,£975K,£3.6K
Johann Obiang,Gabon , SM Caen , France Ligue 2 (2),66,66,29,170cm,64kg,"LWB, LB",1,£675K,£2.2K
Gavin Kilkenny,Republic of Ireland , Charlton Athletic , England League One (3),65,72,22,170cm,64kg,"CDM, CM",1,£1.2M,£2.3K
Ryan Raposo,Canada , Vancouver Whitecaps , USA Major League Soccer (1),64,69,23,170cm,64kg,"LM, RM, LB",1,£800K,£1.6K
Omir Fernandez,United States , New York Red Bulls , USA Major League Soccer (1),64,69,23,170cm,64kg,"CAM, ST, LM",1,£800K,£1.6K
Alfons Amade,Germany , Oostende , Belgium Pro League (1),64,71,22,170cm,64kg,"CM, RM",1,£1.1M,£2.4K
Renzo Sanchez,Uruguay , Nacional de Montevideo , CONMEBOL Libertadores,64,77,18,170cm,64kg,"RW, LW, CF",1,£1.2M,£1.7K
Jean-Jacques Rocchi,France , FC Annecy , France Ligue 2 (2),64,64,33,170cm,64kg,"LM, LWB, CAM",1,£325K,£1.3K
Matias Gomez,Argentina , Huracan , Argentina Primera Division (1),62,79,18,170cm,64kg,LM,1,£375K,£800
Lewis Gordon,Scotland , Bristol Rovers , England League One (3),61,68,21,170cm,64kg,"LB, LM",1,£575K,£1.2K
Tareq Abdullah,Saudi Arabia , Al Taawoun , Saudi Pro League (1),62,63,26,170cm,64kg,"RB, CDM",1,£375K,£3.7K
Zach Clough,England , Adelaide United , Australia A-League (1),63,63,27,170cm,64kg,"CAM, ST, LM",1,£450K,£1.3K
Gift Links,South Africa , Aarhus GF , Denmark Superliga (1),65,71,23,170cm,64kg,"LWB, RW",1,£950K,£2.8K
Rodrigo Cabral,Argentina , Argentinos Juniors , Argentina Primera Division (1),67,78,22,170cm,64kg,"LM, RM",1,£2.1M,£3.7K
Adalberto Carrasquilla,Panama , Houston Dynamo , USA Major League Soccer (1),69,75,23,170cm,64kg,"CM, CDM, CAM",1,£2M,£3.3K
Jay Dasilva,England , Bristol City , England Championship (2),69,73,24,170cm,64kg,"LB, LWB",1,£1.7M,£11K
Latif Blessing,Ghana , New England Revolution , USA Major League Soccer (1),70,71,25,170cm,64kg,"CM, RB",1,£1.7M,£4.3K
Edwin Herrera,Colombia , Junior de Barranquilla , CONMEBOL Sudamericana,70,77,23,170cm,64kg,"LB, RB",1,£2.7M,£7.4K
Lorenzo Malagrida,Italy , Sampdoria , Italy Serie A (1),59,75,18,170cm,64kg,"CM, LM",1,£210K,£951
Junior Quitirna,Guinea Bissau , Fleetwood Town , England League One (3),56,65,22,170cm,64kg,"RM, CAM",1,£300K,£1.5K
Lincoln McFayden,England , Swansea City , England Championship (2),54,66,20,170cm,64kg,"LWB, LB",1,£220K,£2.4K
Jose Aguilar,Spain , FC Sion , Switzerland Super League (1),52,63,21,170cm,64kg,CM,1,£160K,£2.4K
Andy Breuer,Germany , 1. FC Saarbrucken , Germany 3. Liga (3),52,74,17,170cm,64kg,"CM, CF, CDM",1,£70K,£500
Wu Xingyu,China PR , Shenzhen FC , China Super League (1),47,52,22,170cm,64kg,CM,1,£60K,£1.3K
Carles Gil,Spain , New England Revolution , USA Major League Soccer (1),79,79,29,170cm,65kg,"CAM, RM",2,£15.5M,£10.5K
Laurent Abergel,France , FC Lorient , France Ligue 1 (1),76,76,29,170cm,65kg,"CDM, CM",1,£6M,£16.5K
Taxiarchis Fountas,Greece , D.C. United , USA Major League Soccer (1),75,76,26,170cm,65kg,"CF, ST, CAM",1,£6M,£8.4K
Pedrinho,Portugal , MKE Ankaragucu , Turkey S√ºper Lig (1),74,74,29,170cm,65kg,"CM, CAM",1,£3.7M,£13K
Deon Hotto,Namibia , Orlando Pirates , Rest of World,73,73,31,170cm,65kg,"LW, LM, LWB",1,£2.3M,£17K
Neeskens Kebano,DR Congo , Fulham , England Premier League (1),73,73,30,170cm,65kg,"LM, LW",1,£2.6M,£37K
Jean-Luc Dompe,France , Hamburger SV , Germany 2. Bundesliga (2),73,73,27,170cm,65kg,"LW, LM, LWB",1,£2.9M,£12K
Nathanael Mbuku,France , FC Augsburg , Germany 1. Bundesliga (1),71,80,20,170cm,65kg,"CF, RM, CAM",1,£3.7M,£12.5K
Osame Sahraoui,Norway , sc Heerenveen , Holland Eredivisie (1),70,81,21,170cm,65kg,"LM, CAM",1,£3.2M,£3.4K
Kristiyan Malinov,Bulgaria , OH Leuven , Belgium Pro League (1),70,70,28,170cm,65kg,"CDM, CM",1,£1.3M,£7.4K
Samuel Shashoua,England , CD Tenerife , Spain Segunda Division (2),69,78,23,170cm,65kg,"ST, CAM, RM",1,£2.8M,£4.5K
Milton Valenzuela,Argentina , FC Lugano , Switzerland Super League (1),69,75,24,170cm,65kg,"LB, LWB",1,£1.9M,£4.1K
Jorge Correa,Argentina , Oriente Petrolero , CONMEBOL Sudamericana,69,69,29,170cm,65kg,"LM, RM, LW",1,£1.2M,£10.5K
Tomas Conechny,Argentina , Godoy Cruz , Argentina Primera Division (1),69,72,24,170cm,65kg,"LW, LM, ST",1,£1.7M,£4.6K
Vural Bozkapan,Turkey , Gaziantep FK , Turkey S√ºper Lig (1),69,69,30,170cm,65kg,RB,1,£1.1M,£7.1K
Samuel Grandsir,France , Le Havre AC , France Ligue 2 (2),68,69,26,170cm,65kg,"LM, RM",1,£1.3M,£3.1K
Zan Rogelj,Slovenia , WSG Tirol , Austria Bundesliga (1),67,75,22,170cm,65kg,"RM, RWB",1,£2.1M,£3.3K
Christian Almeida,Uruguay , Nacional de Montevideo , CONMEBOL Libertadores,67,67,32,170cm,65kg,"LB, CB",1,£625K,£5.3K
Alex Timossi Andersson,Sweden , sc Heerenveen , Holland Eredivisie (1),67,78,21,170cm,65kg,"RM, CAM",1,£2.1M,£2.1K
Alexy Bosetti,France , FC Annecy , France Ligue 2 (2),67,67,29,170cm,65kg,ST,1,£925K,£2.2K
Eduardo Fereira,Venezuela , Casa Pia , Portugal Primeira Liga (1),67,77,21,170cm,65kg,"RWB, RB",1,£2M,£1.4K
Pablo Gozalbez,Spain , Valencia CF , Spain Primera Division (1),66,76,21,170cm,65kg,"CAM, CM",1,£1.7M,£5.9K
Thibault Klidje,Togo , FC Luzern , Switzerland Super League (1),65,76,21,170cm,65kg,ST,1,£1.5M,£3K
Yusuke Matsuo,Japan , Westerlo , Belgium Pro League (1),65,69,25,170cm,65kg,"CF, LM, ST",1,£900K,£3.1K
George Merloi,Romania , FC Voluntari , Romania Liga I (1),65,70,22,170cm,65kg,"RM, CF",1,£1000K,£2.9K
Theo Ndicka Matam,France , Oostende , Belgium Pro League (1),65,72,22,170cm,65kg,"LWB, LB, LM",1,£1.2M,£2.4K
Sam Sanna,France , Stade Lavallois MFC , France Ligue 2 (2),65,72,23,170cm,65kg,"CM, RWB",1,£1.3M,£1.4K
Mathis Lachuer,France , Amiens SC , France Ligue 2 (2),64,75,22,170cm,65kg,"CM, CDM",1,£1.2M,£1.4K
Mathias Carpio,Peru , Cienciano , CONMEBOL Sudamericana,64,76,19,170cm,65kg,"CAM, CM",1,£1.3M,£2.4K
Pius Grabher,Austria , Austria Lustenau , Austria Bundesliga (1),64,64,29,170cm,65kg,"CDM, CM",1,£450K,£2K
Leigh Broxham,Australia , Melbourne Victory , Australia A-League (1),63,63,34,170cm,65kg,"CB, CDM, LB",1,£140K,£1.8K
Serif Nhaga,Portugal , Paris Saint-Germain , France Ligue 1 (1),63,82,16,170cm,65kg,"LB, LWB",1,£1000K,£500
Kevin Perrot,France , Stade Lavallois MFC , France Ligue 2 (2),63,63,33,170cm,65kg,"RWB, LWB",1,£230K,£1.1K
Juan Pablo Torres,Colombia , Atletico Nacional , Rest of World,62,79,18,170cm,65kg,"LM, RB",1,£375K,£1.2K
Kai-Sotirios Kaissis,Germany , VfB Oldenburg , Germany 3. Liga (3),62,63,25,170cm,65kg,"CAM, CM",1,£425K,£500
Ryan Trevitt,England , Brentford , England Premier League (1),61,76,19,170cm,65kg,"CAM, CM, LW",1,£700K,£3.7K
Estivel Moreira,Paraguay , , ,61,68,23,170cm,65kg,CM,1,£600K,£500
Franchesco Flores,Peru , , ,61,75,21,170cm,65kg,CAM,1,£725K,£500
Pol Bassa,Spain , Burgos CF , Spain Segunda Division (2),61,69,19,170cm,65kg,LB,1,£600K,£650
Dogan Can Davas,Turkey , Giresunspor , Turkey S√ºper Lig (1),60,65,25,170cm,65kg,"CAM, LW, CM",1,£325K,£2.1K
Adam Mayor,England , Morecambe , England League One (3),59,73,18,170cm,65kg,"LW, LM, LWB",1,£475K,£601
Andre Alsanati,Iraq , IK Sirius , Sweden Allsvenskan (1),59,68,22,170cm,65kg,RW,1,£450K,£750
Yazeed Al Bakr,Saudi Arabia , Al Taawoun , Saudi Pro League (1),60,61,24,170cm,65kg,RB,1,£250K,£2.7K
Mauro Couto,Portugal , Pacos de Ferreira , Portugal Primeira Liga (1),61,78,16,170cm,65kg,LW,1,£300K,£500
Hamza Yigit Akman,Turkey , Galatasaray , Turkey S√ºper Lig (1),61,79,17,170cm,65kg,CM,1,£300K,£1.1K
Alistair Coote,Scotland , Bohemians , Rep. Ireland Premier Division (1),61,64,24,170cm,65kg,CAM,1,£400K,£550
Alvaro Sanz,Spain , CD Mirandes , Spain Segunda Division (2),66,76,21,170cm,65kg,"CDM, CM",1,£1.6M,£1.6K
Go Yo Han,Korea Republic , FC Seoul , Korea K League 1 (1),66,66,34,170cm,65kg,"CM, RM, ST",1,£350K,£2.4K
Ruan,Brazil , D.C. United , USA Major League Soccer (1),66,67,27,170cm,65kg,"RB, RM",1,£800K,£2.1K
Musa Juwara,Gambia , Odense Boldklub , Denmark Superliga (1),67,78,20,170cm,65kg,"ST, LW",1,£2M,£3.7K
Gauthier Hein,France , AJ Auxerre , France Ligue 1 (1),70,71,26,170cm,65kg,"RM, CM, CAM",1,£1.7M,£9.5K
Facundo Perez,Argentina , Lanus , Argentina Primera Division (1),70,75,23,170cm,65kg,"CM, CDM, RM",1,£2.2M,£7.5K
Francis Amuzu,Belgium , Anderlecht , Belgium Pro League (1),72,78,23,170cm,65kg,"LM, RM",1,£3.3M,£12.5K
Ruben Pena,Spain , CA Osasuna , Spain Primera Division (1),76,76,31,170cm,65kg,"RB, RM, LB",1,£4.9M,£21.5K
Yousef Al Harbi,Saudi Arabia , Al Wehda , Saudi Pro League (1),58,63,25,170cm,65kg,"CDM, CM",1,£250K,£3.1K
Stephen Duke-McKenna,Guyana , Leyton Orient , England League Two (4),58,60,22,170cm,65kg,"RM, LM, CAM",1,£240K,£2.1K
Alessandro Seghetti,Italy , Perugia , Italy Serie B (2),56,69,18,170cm,65kg,ST,1,£300K,£500
Adrian Sobon,Poland , Stal Mielec , Poland Ekstraklasa (1),56,67,19,170cm,65kg,CAM,1,£275K,£500
Ryan Andrews,England , Watford , England Championship (2),54,71,18,170cm,65kg,RB,1,£90K,£1.4K
Abdullah Nahar Al Shammari,Saudi Arabia , Al Tai , Saudi Pro League (1),52,64,20,170cm,65kg,"CDM, CM",1,£160K,£1.8K
Mohammed Al Mosabbah,Saudi Arabia , Al Khaleej , Saudi Pro League (1),52,64,20,170cm,65kg,"CDM, CM",1,£160K,£1.2K
Diego Madritsch,Austria , SV Ried , Austria Bundesliga (1),54,73,17,170cm,65kg,CM,1,£240K,£500
Baran Ali Gezek,Turkey , Kayserispor , Turkey S√ºper Lig (1),54,70,17,170cm,65kg,CAM,1,£100K,£500
Aidan Simmons,Australia , Western Sydney Wanderers , Australia A-League (1),54,67,19,170cm,65kg,"RM, RB, LM",1,£230K,£800
Liam Mullan,Northern Ireland , Derry City , Rep. Ireland Premier Division (1),49,69,18,170cm,65kg,CAM,1,£120K,£500
Biswa Darjee,India , Bengaluru FC , Indian Super League (1),47,56,22,170cm,65kg,"CM, CAM",1,£90K,£2.1K
Roman Charles-Cook,England , Sutton United , England League Two (4),50,60,18,170cm,65kg,RB,1,£80K,£500
Muniain,Spain , Athletic Club de Bilbao , Spain Primera Division (1),84,84,29,170cm,66kg,"CAM, LM",2,£37.5M,£43.5K
Rico Henry,England , Brentford , England Premier League (1),77,79,25,170cm,66kg,"LWB, LB",1,£11M,£37K
Fabio Carvalho,Portugal , Liverpool , England Premier League (1),74,86,20,170cm,66kg,"CAM, CM, LM",1,£9M,£47.5K
Carlos Sanchez,Uruguay , Penarol , CONMEBOL Libertadores,73,73,37,170cm,66kg,"CM, CAM, RM",2,£875K,£11.5K
Juan Cazares,Ecuador , Independiente , Argentina Primera Division (1),72,72,30,170cm,66kg,CAM,2,£2M,£9.7K
Luis Gonzalez,Venezuela , Junior de Barranquilla , CONMEBOL Sudamericana,71,71,31,170cm,66kg,"LM, CAM, CF",1,£1.4M,£11K
Andres Martin,Spain , Rayo Vallecano , Spain Primera Division (1),70,79,23,170cm,66kg,"ST, RM, LM",1,£3.2M,£9.4K
Manabu Saito,Japan , Newcastle Jets , Australia A-League (1),69,69,32,170cm,66kg,"LM, RM",1,£1000K,£1.6K
Ivan Angulo,Colombia , Orlando City SC , USA Major League Soccer (1),69,75,23,170cm,66kg,"RM, LM",1,£2M,£3.3K
Jamie Allen,England , Coventry City , England Championship (2),68,68,27,170cm,66kg,"CM, CAM",1,£1.1M,£8.2K
Nahuel Leiva,Spain , Zlsk WrocBaw , Poland Ekstraklasa (1),67,70,25,170cm,66kg,"CF, CM, LM",1,£1.2M,£3.5K
Jayden Nelson,Canada , Rosenborg BK , Norway Eliteserien (1),66,76,19,170cm,66kg,"LW, RW, CM",1,£1.7M,£1.5K
Juan Carlos Gauto,Argentina , Huracan , Argentina Primera Division (1),66,82,18,170cm,66kg,"LM, RM, ST",1,£800K,£1.3K
Yhormar Hurtado,Colombia , , ,66,69,25,170cm,66kg,RB,1,£950K,£500
Lorenzo Burnet,Netherlands , FC Emmen , Holland Eredivisie (1),66,66,31,170cm,66kg,LB,1,£550K,£2.5K
Yaw Moses,Ghana , Arouca , Portugal Primeira Liga (1),63,70,23,170cm,66kg,"CM, CDM",1,£875K,£1.4K
Luis Ortiz,Paraguay , , ,62,71,22,170cm,66kg,"CAM, LM",1,£800K,£500
Yerco Oyanedel,Chile , , ,62,70,21,170cm,66kg,"LB, LM",1,£775K,£500
Marinos Tzionis,Cyprus , Sporting KC , USA Major League Soccer (1),60,70,21,170cm,66kg,"LM, CAM",1,£500K,£950
Yeray,Spain , Racing de Santander , Spain Segunda Division (2),60,74,19,170cm,66kg,"CAM, RM, LM",1,£525K,£850
Gerard Yepes,Spain , Sampdoria , Italy Serie A (1),60,75,20,170cm,66kg,CM,1,£525K,£2K
Remy Vita,Madagascar , Fortuna Sittard , Holland Eredivisie (1),63,73,21,170cm,66kg,LB,1,£925K,£1.9K
Alex Calvo,Spain , Malaga CF , Spain Segunda Division (2),64,79,18,170cm,66kg,"LM, LW",1,£1.2M,£751
Alan Minda,Ecuador , Independiente del Valle , CONMEBOL Libertadores,64,79,19,170cm,66kg,"LM, RM, CF",1,£1.3M,£2.8K
Bryce Duke,United States , CF Montreal , USA Major League Soccer (1),65,74,21,170cm,66kg,"CAM, CM, CF",1,£1.4M,£1.5K
Patrick Pflucke,Germany , Servette FC , Switzerland Super League (1),67,68,25,170cm,66kg,"LW, RW, CM",1,£1.1M,£5.9K
Nelson Cabanillas,Peru , , ,69,76,22,170cm,66kg,"RM, CAM, LB",1,£2.5M,£500
Billy Gilmour,Scotland , Brighton & Hove Albion , England Premier League (1),72,80,21,170cm,66kg,"CM, CDM",1,£4.7M,£26.5K
Diego Rossi,Uruguay , Fenerbahce , Turkey S√ºper Lig (1),76,79,24,170cm,66kg,"LM, RM, ST",2,£9M,£43.5K
Lee Jae Won,Korea Republic , Seongnam FC , Korea K League 1 (1),59,61,25,170cm,66kg,"CM, CDM, RM",1,£250K,£851
Udanta Singh,India , Bengaluru FC , Indian Super League (1),58,59,26,170cm,66kg,"RW, LW",1,£220K,£3.2K
Angelo Nehme,Denmark , AC Horsens , Denmark Superliga (1),55,74,18,170cm,66kg,"LM, CAM",1,£300K,£550
Provat Lakra,India , NorthEast United , Indian Super League (1),54,59,25,170cm,66kg,"RB, LB",1,£130K,£1.7K
Mario Rui,Portugal , Napoli , Italy Serie A (1),80,80,31,170cm,67kg,LB,2,£17M,£48.5K
Manor Solomon,Israel , Fulham , England Premier League (1),77,84,23,170cm,67kg,"LM, RM, CAM",1,£19M,£42.5K
Sylla Morlaye,Guinea , Arouca , Portugal Primeira Liga (1),72,75,24,170cm,67kg,"RM, LM",1,£2.9M,£4.9K
Fabio Melitinho,Brazil , Fluminense , CONMEBOL Sudamericana,72,72,26,170cm,67kg,"CAM, LM",1,£2.3M,£13.5K
Fabian Sambueza,Argentina , , ,70,70,34,170cm,67kg,"RM, CAM, LM",1,£675K,£500
Gabriel Pereira,Brazil , New York City FC , USA Major League Soccer (1),70,82,21,170cm,67kg,"RM, RW",1,£3.5M,£3.3K
Mauricio Duarte,Colombia , Central Cordoba , Argentina Primera Division (1),70,70,30,170cm,67kg,LB,1,£1.2M,£6.5K
Sebastien Salles-Lamonge,France , SC Bastia , France Ligue 2 (2),68,69,26,170cm,67kg,"CM, CAM",1,£1.3M,£2.5K
Jordan Guivin,Peru , , ,67,72,24,170cm,67kg,"CM, CDM",1,£1.4M,£500
Houssam Eddine Ghacha,Algeria , Antalyaspor , Turkey S√ºper Lig (1),67,67,26,170cm,67kg,"RM, LM",1,£1000K,£7.8K
Corey Blackett-Taylor,England , Charlton Athletic , England League One (3),66,69,24,170cm,67kg,"LW, LWB",1,£1.1M,£3.3K
Harrison Afful,Ghana , Charlotte FC , USA Major League Soccer (1),66,66,36,170cm,67kg,"RB, LB",1,£170K,£1.5K
Jefferson Montero,Ecuador , , ,66,66,32,170cm,67kg,"LW, LM, RM",1,£600K,£500
Serkan Asan,Turkey , Trabzonspor , Turkey S√ºper Lig (1),66,72,23,170cm,67kg,"RB, RM",1,£1.1M,£6.7K
Diomar Diaz,Venezuela , Deportivo Tachira , CONMEBOL Libertadores,66,66,32,170cm,67kg,"CAM, RW",1,£600K,£7K
Bryan,Spain , Granada CF , Spain Segunda Division (2),65,77,20,170cm,67kg,"LM, RM, CAM",1,£1.5M,£2K
Sam Baldock,England , Oxford United , England League One (3),65,65,33,170cm,67kg,ST,1,£400K,£3.3K
Carreira,Spain , Villarreal B , Spain Segunda Division (2),65,74,21,170cm,67kg,"RB, RWB, RM",1,£1.4M,£1.3K
Segundo Portocarrero,Ecuador , Barcelona SC Guayaquil , CONMEBOL Sudamericana,64,65,25,170cm,67kg,"LM, LB, RM",1,£625K,£5.3K
Saku Ylatupa,Finland , Kalmar FF , Sweden Allsvenskan (1),64,70,23,170cm,67kg,"CAM, RW, CF",1,£825K,£901
David Worrall,England , Port Vale , England League One (3),64,64,32,170cm,67kg,RWB,1,£375K,£1.9K
Lewis Stevenson,Scotland , Hibernian , Scotland Premiership (1),64,64,34,170cm,67kg,"LB, CB",1,£190K,£1.8K
Aventis Aventisian,Greece , Go Ahead Eagles , Holland Eredivisie (1),61,74,20,170cm,67kg,LB,1,£675K,£1K
Zheng Dalun,China PR , Shenzhen FC , China Super League (1),62,62,28,170cm,67kg,"RM, LM, RB",1,£350K,£2.2K
Tomas Escalante,Argentina , Defensa y Justicia , Argentina Primera Division (1),65,70,23,170cm,67kg,CM,1,£975K,£3.1K
Marco Tilio,Australia , Melbourne City , Australia A-League (1),66,78,21,170cm,67kg,"RM, LM",1,£1.9M,£2.6K
Romain Philippoteaux,France , NorthEast United , Indian Super League (1),66,66,34,170cm,67kg,"LW, RW, CAM",1,£350K,£4.2K
Brian Calderara,Argentina , Barracas Central , Argentina Primera Division (1),68,73,24,170cm,67kg,"LB, LM",1,£1.5M,£3.2K
Gabriel Gudino,Argentina , Huracan , Argentina Primera Division (1),69,69,29,170cm,67kg,"RM, LM",1,£1.2M,£6.3K
Miguelon,Spain , FC Cartagena , Spain Segunda Division (2),69,70,26,170cm,67kg,RB,1,£1.3M,£3.7K
Keane Lewis-Potter,England , Brentford , England Premier League (1),72,81,21,170cm,67kg,"LW, LM, ST",1,£4.7M,£23.5K
Eliot Matazo,Belgium , AS Monaco , France Ligue 1 (1),73,83,20,170cm,67kg,"CDM, CM",1,£5.5M,£20.5K
Juan Bernat,Spain , Paris Saint-Germain , France Ligue 1 (1),78,78,29,170cm,67kg,"LB, LWB",2,£11M,£61K
Sean Brennan,Republic of Ireland , Drogheda United , Rep. Ireland Premier Division (1),56,63,21,170cm,67kg,CM,1,£250K,£500
Romario Jesuraj,India , Chennaiyin FC , Indian Super League (1),55,56,26,170cm,67kg,RM,1,£130K,£2.7K
Igor Coronado,Brazil , Al Ittihad , Saudi Pro League (1),77,77,30,170cm,68kg,"CAM, CM, LM",2,£9M,£35K
